entry_id,title,year,venue,authors,tracks,priority,source_role,verification_contract,supervision_granularity,training_use,construction_layer,domains,tags,one_line_summary,one_line_summary_zh,primary_link,code,data,huggingface,project
rlhf-v-correctional-human-feedback-2024,RLHF-V: Towards Trustworthy MLLMs via Behavior Alignment from Fine-grained Correctional Human Feedback,2024,CVPR 2024,Tianyu Yu; Yucheng Wang; Yue Wang; Yunlong Zhang; Ming Liu; Zhiyuan Liu; Maosong Sun,preference_reward_feedback_data,必读,data_release; verifier_reward,judgment_required,pairwise_preference,preference_learning; reward_modeling; evaluation; audit,reward_verifier_layer,preference_reward_feedback_data,preference; reward-modeling; feedback-data,"RLHF-V: Towards Trustworthy MLLMs via Behavior Alignment from Fine-grained Correctional Human Feedback releases image-text responses with segment-level human corrections for hallucinated content and dense preference supervision for preference learning, reward modeling, evaluation, and feedback audit.",以人工标出的视觉幻觉片段构造纠错式偏好监督，可用于密集多模态偏好优化。,https://arxiv.org/abs/2312.00849,https://github.com/RLHF-V/RLHF-V,https://huggingface.co/datasets/openbmb/RLHF-V-Dataset,,
sciinstruct-2024,SciInstruct: a Self-Reflective Instruction Annotated Dataset for Training Scientific Language Models,2024,NeurIPS 2024 Datasets and Benchmarks Track,Dan Zhang; Ziniu Hu; Sining Zhoubian; Zhengxiao Du; Kaiyu Yang; Zihan Wang; Yisong Yue; Yuxiao Dong; Jie Tang,instruction_demonstration_rationale_data,必读,data_release; construction_recipe,mixed,answer_level; step_level,sft; distillation,prompt_sourcing; trace_writing; reward_verifier_layer; release_audit,reasoning-data; mathematics; physics; chemistry; formal-proof,instruction-demonstration-rationale; scientific-reasoning; self-reflection; formal-proof; arxiv-2401.07950; primary-link-checked,"SciInstruct turns answer-only science questions into open worked-solution records through staged generation, self-reflection, outcome checking, and learned quality filtering.",SciInstruct 通过分阶段生成、自我反思、结果核验和质量分类，把仅有答案的科学问题转成开放的分步解答记录。,https://proceedings.neurips.cc/paper_files/paper/2024/hash/02ee6b7295f720407b56c457b34c54d5-Abstract-Datasets_and_Benchmarks_Track.html,https://github.com/THUDM/SciGLM,https://huggingface.co/datasets/zd21/SciInstruct,,https://SciGLM.github.io/
sedareval-self-adaptive-rubrics-2024,SedarEval: Automated Evaluation using Self-Adaptive Rubrics,2024,Findings of EMNLP 2024,Zhiyuan Fan; Weinong Wang; Xing Wu; Debing Zhang,judgment_rubric_domain_expert_data,可读,benchmark; data_release,judgment_required,answer_level,evaluation,prompt_sourcing; reward_verifier_layer; release_audit,llm-evaluation,llm-judge; rubric; evaluation,SedarEval creates per-question adaptive rubrics with positive and penalty points and trains judges that better match human scoring.,SedarEval 为每道题生成带加分与扣分项的自适应量表，并用其训练更贴近人工评分的裁判。,https://aclanthology.org/2024.findings-emnlp.984/,https://github.com/wwn1233/sedareval,,,
self-alignment-instruction-backtranslation-2024,Self-Alignment with Instruction Backtranslation,2024,ICLR 2024,Xian Li; Ping Yu; Chunting Zhou; Timo Schick; Omer Levy; Luke Zettlemoyer; Jason Weston; Mike Lewis,training_usage_optimization_objectives,必读,construction_recipe; scaling_study,judgment_required,answer_level,sft,prompt_sourcing,alignment; instruction_following,instruction-backtranslation; self-alignment; synthetic-instructions; data-curation,"Instruction backtranslation generates and curates instructions for web documents, then uses the resulting pairs for iterative instruction tuning.",指令回译为网页文本生成并筛选相应指令，再将保留的指令—文本对用于迭代式指令微调。,https://proceedings.iclr.cc/paper_files/paper/2024/hash/0f8e3534eb8dee7478d4dc0e9d9a0b1a-Abstract-Conference.html,,,,
self-explore-2024,Self-Explore: Enhancing Mathematical Reasoning in Language Models with Fine-grained Rewards,2024,Findings of EMNLP 2024,Hyeonbin Hwang; Doyoung Kim; Seungone Kim; Seonghyeon Ye; Minjoon Seo,data_construction_open_release_recipes,可读,construction_recipe; process_supervision; verifier_reward,programmatic,answer_level; step_level; pairwise_preference,sft; preference_learning; process_supervision,trace_writing; search_substrate; reward_verifier_layer; optimizer_scaffold; release_audit,math,self-training; rejection-sampling; first-error-localization; step-level-preference; dpo; mathematical-reasoning; search-generated-data; finite-search-label,"Self-Explore converts rejected math rationales into prompt/chosen/pit-step preferences by searching for the first prefix with no correct recovery among four samples; code is open, but paper-run generated pairs are not.",Self-Explore 从被拒数学推理中搜索首个四次续写均无法恢复正确答案的步骤，并构造 prompt/chosen/错误步骤偏好对；代码已开放，但论文运行生成的数据对未发布。,https://aclanthology.org/2024.findings-emnlp.78/,https://github.com/hbin0701/Self-Explore,https://github.com/hbin0701/Self-Explore/tree/master/data,https://huggingface.co/hbin0701/DeepSeek_MATH_Self_Explore,
spin-self-play-2024,Self-Play Fine-Tuning Converts Weak Language Models to Strong Language Models,2024,ICML 2024,Zixiang Chen; Yihe Deng; Huizhuo Yuan; Kaixuan Ji; Quanquan Gu,instruction_demonstration_rationale_data,必读,data_release; construction_recipe,mixed,answer_level,sft,prompt_sourcing; trace_writing; release_audit,multimodal-reasoning; instruction-tuning,instruction-demonstration-rationale; iterative-self-play-response-data,SPIN releases base dialogues and iteration 0-3 policy responses that support repeated self-play fine-tuning.,SPIN 公开基础对话及第 0 至第 3 轮策略回答，用于反复自博弈微调。,https://proceedings.mlr.press/v235/chen24j.html,https://github.com/uclaml/SPIN,https://huggingface.co/collections/UCLA-AGI/datasets-spin-65c3624e98d4b589bbc76f3a,,
self-rag-2024,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",2024,ICLR 2024 Oral,Akari Asai; Zeqiu Wu; Yizhong Wang; Avirup Sil; Hannaneh Hajishirzi,instruction_demonstration_rationale_data,必读,data_release; construction_recipe; model_report,judgment_required,step_level,sft; distillation; test_time_compute,prompt_sourcing; trace_writing; reward_verifier_layer; release_audit,retrieval-augmented-generation; open-domain-question-answering; factuality; long-form-generation; fact-verification,reflection-token-data; retrieval-augmented-generation; critique-distillation; factuality; instruction-tuning,Self-RAG releases 150K instruction outputs augmented with passages and reflection tokens for adaptive retrieval-and-critique SFT.,Self-RAG 公开约 15 万条插入检索、相关性、支持度与效用 token 的指令输出，用于检索感知的自我批判式 SFT。,https://arxiv.org/abs/2310.11511,https://github.com/AkariAsai/self-rag,https://huggingface.co/datasets/selfrag/selfrag_train_data,,https://selfrag.github.io/
self-rewarding-language-models-2024,Self-Rewarding Language Models,2024,ICML 2024,Weizhe Yuan; Richard Yuanzhe Pang; Kyunghyun Cho; Xian Li; Sainbayar Sukhbaatar; Jing Xu; Jason Weston,training_usage_optimization_objectives; preference_reward_feedback_data,必读,construction_recipe; scaling_study,judgment_required,pairwise_preference,preference_learning; reward_modeling,self_play_anchor,alignment; instruction_following,self-rewarding; iterative-dpo; llm-as-a-judge; preference-learning,"A language model generates and judges its own candidate answers, then improves through iterative DPO on the resulting preference pairs.",自奖励语言模型让同一模型生成候选回答并充当评审器，再用这些自生成的偏好对迭代进行 DPO 训练。,https://proceedings.mlr.press/v235/yuan24d.html,,,,
sharegpt4v-better-captions-2024,ShareGPT4V: Improving Large Multi-Modal Models with Better Captions,2024,ECCV 2024,Lin Chen; Jinsong Li; Xiaoyi Dong; Pan Zhang; Conghui He; Jiaqi Wang; Feng Zhao; Dahua Lin,instruction_demonstration_rationale_data,必读,data_release; construction_recipe,mixed,answer_level,sft,prompt_sourcing; trace_writing; release_audit,multimodal-reasoning; instruction-tuning,instruction-demonstration-rationale; dense-caption-supervision-for-visual-instruction-tuning,ShareGPT4V distills 100K GPT-4V captions into a captioner that expands dense visual supervision to 1.2M images.,ShareGPT4V 先收集 10 万条 GPT-4V 详尽描述，再训练描述器把高密度视觉监督扩展到 120 万张图像。,https://doi.org/10.1007/978-3-031-72643-9_22,https://github.com/InternLM/InternLM-XComposer/tree/main/projects/ShareGPT4V,https://huggingface.co/datasets/Lin-Chen/ShareGPT4V,,https://sharegpt4v.github.io/
sharegpt4video-2024,ShareGPT4Video: Improving Video Understanding and Generation with Better Captions,2024,NeurIPS 2024 Datasets and Benchmarks,Lin Chen; Xilin Wei; Jinsong Li; Xiaoyi Dong; Pan Zhang; Yuhang Zang; Zehui Chen; Haodong Duan; Bin Lin; Zhenyu Tang; Li Yuan; Yu Qiao; Dahua Lin; Feng Zhao; Jiaqi Wang,instruction_demonstration_rationale_data,必读,data_release; construction_recipe,mixed,answer_level,sft,prompt_sourcing; trace_writing; release_audit,multimodal-reasoning; instruction-tuning,instruction-demonstration-rationale; dense-temporal-caption-demonstrations,ShareGPT4Video releases 40K long temporal captions and a captioner for scaling video-language supervision.,ShareGPT4Video 发布 4 万条长时序描述，并提供可扩展视频语言监督的描述器。,https://neurips.cc/virtual/2024/poster/97789,https://github.com/ShareGPT4Omni/ShareGPT4Video,https://huggingface.co/datasets/ShareGPT4Video/ShareGPT4Video,,https://sharegpt4video.github.io/
simpo-reference-free-preference-2024,SimPO: Simple Preference Optimization with a Reference-Free Reward,2024,NeurIPS 2024,Yu Meng; Mengzhou Xia; Danqi Chen,training_usage_optimization_objectives,必读,construction_recipe,judgment_required,pairwise_preference,preference_learning,optimizer_scaffold,alignment; instruction_following,simpo; preference-learning; alignment; pairwise-data,SimPO trains chosen/rejected preference pairs with a length-normalized implicit reward and no reference model.,SimPO 以长度归一化的平均对数概率充当隐式奖励，并用目标间隔直接训练偏好对，无需参考模型。,https://papers.neurips.cc/paper_files/paper/2024/hash/e099c1c9699814af0be873a175361713-Abstract-Conference.html,https://github.com/princeton-nlp/SimPO,,,
skywork-reward-bag-of-tricks-for-reward-modeling-in-llms-2024,Skywork-Reward: Bag of Tricks for Reward Modeling in LLMs,2024,arXiv,Chris Yuhao Liu; Liang Zeng; Jiacai Liu; Rui Yan; Jujie He; Chaojie Wang; Shuicheng Yan; Yang Liu; Yahui Zhou,preference_reward_feedback_data,必读,verifier_reward,judgment_required,pairwise_preference,evaluation; audit,release_audit,llm-post-training,candidate-batch; post-training; reward-or-judgment,Skywork-Reward: Bag of Tricks for Reward Modeling in LLMs addresses practical reward-modeling methods.,发布 Skywork-Reward-Preference-80K，并总结数据选择、去噪和过滤等奖励模型训练配方。,https://arxiv.org/abs/2410.18451,https://github.com/SkyworkAI/Skywork-Reward,https://huggingface.co/datasets/Skywork/Skywork-Reward-Preference-80K-v0.2,,
spreadsheetbench-2024,SpreadsheetBench: Towards Challenging Real World Spreadsheet Manipulation,2024,NeurIPS 2024 Datasets and Benchmarks Track Spotlight / arXiv,Zeyao Ma; Bohan Zhang; Jing Zhang; Jifan Yu; Xiaokang Zhang; Xiaohan Zhang; Sijia Luo; Xi Wang; Jie Tang,benchmarks_evaluation_surfaces,可读,benchmark; agent_environment,environmental; programmatic,full_episode; state_action_level,evaluation; audit,search_substrate; reward_verifier_layer; release_audit,spreadsheet-agents; office-agents; file-state-tasks,agent_environment; trajectory_data; spreadsheet-agents; office-agents; file-state-tasks,SpreadsheetBench evaluates agents on challenging real-world spreadsheet manipulation.,SpreadsheetBench 用真实 Excel 操作任务和文件状态比较评测智能体。,https://arxiv.org/abs/2406.14991,https://github.com/RUCKBReasoning/SpreadsheetBench,https://huggingface.co/datasets/KAKA22/SpreadsheetBench,,https://spreadsheetbench.github.io/
step-dpo-step-wise-preference-optimization-for-long-chain-reasoning-of-llms-2024,Step-DPO: Step-wise Preference Optimization for Long-chain Reasoning of LLMs,2024,arXiv,Xin Lai; Zhuotao Tian; Yukang Chen; Senqiao Yang; Xiangru Peng; Jiaya Jia,preference_reward_feedback_data,可读,process_supervision,judgment_required,pairwise_preference,evaluation; audit,release_audit,llm-post-training,candidate-batch; post-training; reward-or-judgment,"Introduces Step-DPO, an algorithm that applies preference optimization to individual reasoning steps rather than only final answers.",提出 Step-DPO 步骤级偏好优化算法：把长数学推理的 DPO 监督从整题答案下沉到单个推理步骤。,https://arxiv.org/abs/2406.18629,https://github.com/dvlab-research/Step-DPO,https://huggingface.co/datasets/xinlai/Math-Step-DPO-10K,,
superfiltering-2024,Superfiltering: Weak-to-Strong Data Filtering for Fast Instruction-Tuning,2024,ACL 2024 Main,Ming Li; Yong Zhang; Shwai He; Zhitao Li; Hongyu Zhao; Jianzong Wang; Ning Cheng; Tianyi Zhou,instruction_demonstration_rationale_data,必读,data_release; construction_recipe,mixed,answer_level,sft,prompt_sourcing; trace_writing; release_audit,multimodal-reasoning; instruction-tuning,instruction-demonstration-rationale; weak-model-instruction-utility-filtering,Superfiltering releases scored Alpaca-family records and tiny subsets selected by GPT-2 instruction-following difficulty.,Superfiltering 发布带 GPT-2 指令跟随难度分数的 Alpaca 系列记录及其小比例筛选子集。,https://aclanthology.org/2024.acl-long.769/,https://github.com/tianyi-lab/Superfiltering,https://github.com/tianyi-lab/Superfiltering/tree/main/data,,
swe-bench-multimodal-2024,SWE-bench Multimodal: Do AI Systems Generalize to Visual Software Domains?,2024,ICLR 2025 / arXiv,John Yang; Carlos E. Jimenez; Alex L. Zhang; Kilian Lieret; Joyce Yang; Xindi Wu; Ori Press; Niklas Muennighoff; Gabriel Synnaeve; Karthik R. Narasimhan; Diyi Yang; Sida I. Wang; Ofir Press,benchmarks_evaluation_surfaces,可读,benchmark; agent_environment,environmental; programmatic,full_episode; state_action_level,evaluation; audit,search_substrate; reward_verifier_layer; release_audit,swe-agents; multimodal-repository-repair; visual-software,agent_environment; trajectory_data; swe-agents; multimodal-repository-repair; visual-software,SWE-bench Multimodal extends repository repair tasks to visual software domains.,SWE-bench Multimodal 将仓库修复任务扩展到视觉软件领域。,https://arxiv.org/abs/2410.03859,https://github.com/SWE-bench/SWE-bench,https://huggingface.co/datasets/princeton-nlp/SWE-bench_Multimodal,,https://www.swebench.com/multimodal
swt-bench-real-world-bug-fix-tests-2024,SWT-Bench: Testing and Validating Real-World Bug-Fixes with Code Agents,2024,NeurIPS 2024 / arXiv v3 / OpenReview,Niels Mündler; Mark Niklas Müller; Jingxuan He; Martin Vechev,benchmarks_evaluation_surfaces,可读,benchmark; agent_environment,environmental; programmatic,full_episode; state_action_level,evaluation; audit,search_substrate; reward_verifier_layer; release_audit,swe-agents; test-generation; bug-fix-validation,agent_environment; trajectory_data; swe-agents; test-generation; bug-fix-validation,SWT-Bench tests whether code agents can generate and validate tests for real-world bug fixes.,SWT-Bench 检验代码智能体能否为真实 bug fix 生成并验证测试。,https://arxiv.org/abs/2406.12952,https://github.com/logic-star-ai/swt-bench,https://huggingface.co/datasets/eth-sri/SWT-bench_bm25_27k_zsb,,https://swtbench.com/
tau-bench-tool-agent-user-2024,tau-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,2024,arXiv preprint,Shunyu Yao; Noah Shinn; Pedram Razavi; Karthik Narasimhan,benchmarks_evaluation_surfaces,可读,benchmark; agent_environment,environmental,full_episode; state_action_level,evaluation; audit,optimizer_scaffold; reward_verifier_layer,tool-and-user-interaction; tool-api-benchmark,benchmark; tool_api_benchmark; tool-and-user-interaction,Tau-Bench exposes retail/airline user-agent-tool conversations with database-state grading as an auditable evaluation surface.,Tau-Bench 把零售与航空场景下的用户、智能体与工具对话及数据库状态判分做成可审计的评测面。,https://arxiv.org/abs/2406.12045,https://github.com/sierra-research/tau-bench,,,https://tau-bench.github.io/
berkeley-function-calling-leaderboard-2024,The Berkeley Function Calling Leaderboard (BFCL): From Tool Use to Agentic Evaluation of Large Language Models,2024,Official leaderboard BibTeX lists ICML 2025; no standalone paper page verified,Shishir G. Patil; Huanzhi Mao; Charlie Cheng-Jie Ji; Fanjia Yan; Vishnu Suresh; Ion Stoica; Joseph E. Gonzalez,benchmarks_evaluation_surfaces,必读,benchmark; agent_environment,environmental,full_episode; state_action_level,evaluation; audit,optimizer_scaffold; reward_verifier_layer,function-calling; tool-api-benchmark,benchmark; tool_api_benchmark; function-calling,BFCL / Berkeley Function Calling Leaderboard exposes function/API call generation with AST/execution checks as an auditable evaluation surface.,BFCL 把带抽象语法树与执行检查的函数及 API 调用生成做成可审计的评测面。,https://gorilla.cs.berkeley.edu/leaderboard.html,https://github.com/ShishirPatil/gorilla/tree/main/berkeley-function-call-leaderboard,https://huggingface.co/datasets/gorilla-llm/Berkeley-Function-Calling-Leaderboard,https://huggingface.co/spaces/gorilla-llm/berkeley-function-calling-leaderboard,
llama-3-herd-2024,The Llama 3 Herd of Models,2024,arXiv preprint,Llama Team,frontier_reports_data_disclosure_ledger,必读,model_report; construction_recipe; process_supervision; verifier_reward; benchmark; scaling_study; audit_failure,mixed,answer_level; step_level; pairwise_preference; scalar_reward; process_reward,sft; distillation; preference_learning; reward_modeling; process_supervision; evaluation; audit; safety_alignment,prompt_sourcing; trace_writing; reward_verifier_layer; optimizer_scaffold; frontier_pipeline; scaling_report; release_audit,language_modeling; mathematical_reasoning; code_generation; tool_use; multilingual; long_context; instruction_following; safety_alignment,meta; llama-3; llama-3-1; open-weights; pretraining-data; synthetic-data; human-preferences; reward-model; rejection-sampling; supervised-finetuning; dpo; code-execution; mathematical-reasoning; process-reward; tool-use; llama-guard-3; contamination-audit; frontier-report; data-disclosure-ledger,"Llama 3.1 discloses a 15.6T-token 50/25/17/8 pretraining mix and six rounds of reward modeling, best-of-10–30 rejection sampling, SFT, and DPO, while releasing weights and guards but not corpora, preferences, reward models, candidates, or item lineage.",Llama 3.1 披露 15.6T token、50/25/17/8 预训练配比，以及六轮 reward model、best-of-10–30 rejection sampling、SFT 与 DPO；它开放权重、推理工具和 Llama Guard 3，但不开放语料、偏好、RM、候选或 item-level lineage。,https://ai.meta.com/research/publications/the-llama-3-herd-of-models/,https://github.com/meta-llama/llama-models,,https://huggingface.co/meta-llama/Meta-Llama-3.1-405B-Instruct,https://ai.meta.com/blog/meta-llama-3-1/
prism-alignment-dataset-subjective-multicultural-alignment-2024,"The PRISM Alignment Dataset: What Participatory, Representative and Individualised Human Feedback Reveals About the Subjective and Multicultural Alignment of Large Language Models",2024,NeurIPS 2024 Datasets and Benchmarks Track,Hannah Rose Kirk; Alexander Whitefield; Paul Röttger; Andrew Michael Bean; Katerina Margatina; Juan Manuel Ciro; Rafael Mosquera; Max Bartolo; Adina Williams; He He; Bertie Vidgen; Scott A. Hale,preference_reward_feedback_data,必读,data_release; benchmark,judgment_required,scalar_reward; pairwise_preference; full_episode,preference_learning; evaluation; audit,prompt_sourcing; trace_writing; reward_verifier_layer; release_audit,multicultural-alignment; human-feedback; pluralism,human-feedback; multicultural; pluralism; participatory-alignment,"PRISM links 1,500 participants’ stated preferences and profiles to fine-grained ratings in 8,011 live conversations with 21 LLMs.","PRISM 将 1,500 名参与者的调查、社会人口信息与 21 个 LLM 的实时对话评分相连，揭示多文化对齐的主观差异。",https://openreview.net/forum?id=DFr5hteojx,https://github.com/HannahKirk/prism-alignment,https://huggingface.co/datasets/HannahRoseKirk/prism-alignment,,https://hannahkirk.github.io/prism-alignment/
the-agent-company-2024,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,2024,NeurIPS 2025 Datasets and Benchmarks Track,Frank (Fangzheng) Xu; Yufan Song; Boxuan Li; Yuxuan Tang; Kritanjali Jain; Mengxue Bao; Zora Wang; Xuhui Zhou; Zhitong Guo; Murong Cao; Mingyang Yang; Hao Yang Lu; Amaad Martin; Zhe Su; Leander Maben; Raj Mehta; Wayne Chi; Lawrence Jang; Yiqing Xie; Shuyan Zhou; Graham Neubig,environment_agent_trajectory_data; benchmarks_evaluation_surfaces,必读,benchmark; agent_environment; data_release,mixed,state_action_level; full_episode; scalar_reward,evaluation,prompt_sourcing; reward_verifier_layer; release_audit,software_engineering; project_management; data_science; administration; human_resources; finance; workplace_agent_interaction,environment-agent-trajectory-data; agent-benchmark; workplace-agent; long-horizon; tool-use; checkpoint-evaluation; simulated-colleagues; trajectory-release,"TheAgentCompany pairs 175 simulated-company tasks with mixed checkpoint evaluators and releases model-generated results, screenshots, and full evaluation trajectories.",TheAgentCompany 将 175 个模拟公司任务、混合 checkpoint evaluator 与模型生成的结果、截图和完整评测轨迹连接起来，但轨迹日志许可、不可变环境版本、split、去污染、逐条 lineage、judge 校准和隐私同意仍未确认。,https://proceedings.neurips.cc/paper_files/paper/2025/file/0d744742f6fac4d1134c019b7cef3c8a-Paper-Datasets_and_Benchmarks_Track.pdf,https://github.com/TheAgentCompany/TheAgentCompany,https://github.com/TheAgentCompany/experiments,,https://the-agent-company.com/
tinychart-pot-2024,TinyChart: Efficient Chart Understanding with Visual Token Merging and Program-of-Thoughts Learning,2024,EMNLP 2024,Liang Zhang; Anwen Hu; Haiyang Xu; Ming Yan; Yichen Xu; Qin Jin; Ji Zhang; Fei Huang,instruction_demonstration_rationale_data,必读,data_release; construction_recipe,mixed,answer_level,sft,prompt_sourcing; trace_writing; release_audit,multimodal-reasoning; instruction-tuning,instruction-demonstration-rationale; executable-chart-program-demonstrations,TinyChartData exposes chart questions with Python program-of-thought targets and final answers for compact chart SFT.,TinyChartData 公开图表问题、Python 思维程序与最终答案，用于紧凑图表模型的指令微调。,https://aclanthology.org/2024.emnlp-main.112/,https://github.com/X-PLUG/mPLUG-DocOwl/tree/main/TinyChart,https://huggingface.co/datasets/mPLUG/TinyChartData,,
score-self-correct-rl-2024,Training Language Models to Self-Correct via Reinforcement Learning,2024,arXiv preprint,Aviral Kumar; Vincent Zhuang; Rishabh Agarwal; Yi Su; John D Co-Reyes; Avi Singh; Kate Baumli; Shariq Iqbal; Colton Bishop; Rebecca Roelofs; Lei M Zhang; Kay McKinney; Disha Shrivastava; Cosmin Paduraru; George Tucker; Doina Precup; Feryal Behbahani; Aleksandra Faust,rollout_search_test_time_trace_data,可读,construction_recipe,programmatic,answer_level; full_episode; scalar_reward,rlvr; test_time_compute,search_substrate; reward_verifier_layer; optimizer_scaffold,mathematics; code,score; self-correction; online-rl; multi-turn-traces; reward-shaping; rlvr; test-time-compute; behavior-collapse,"SCoRe trains on the learner's own two-turn correction episodes, using a KL-constrained initialization followed by progress-shaped multi-turn RL with programmatic outcome rewards.",SCoRe 在学习者自身的两轮纠正轨迹上训练，先做 KL 约束的初始化，再用进度整形的多轮强化学习配合程序化结果奖励。,https://arxiv.org/abs/2409.12917,,,,
ultrafeedback-scaled-ai-feedback-2024,UltraFeedback: Boosting Language Models with Scaled AI Feedback,2024,ICML 2024,Ganqu Cui; Lifan Yuan; Ning Ding; Guanming Yao; Bingxiang He; Wei Zhu; Yuan Ni; Guotong Xie; Ruobing Xie; Yankai Lin; Zhiyuan Liu; Maosong Sun,training_usage_optimization_objectives; preference_reward_feedback_data,必读,construction_recipe; scaling_study,judgment_required,pairwise_preference,reward_modeling; preference_learning,reward_verifier_layer,alignment; instruction_following; reasoning,ai-feedback; reward-modeling; preference-learning; alignment,"UltraFeedback combines diverse instructions, multi-model answers, and GPT-4 critiques and scores into a large-scale alignment resource.",UltraFeedback 将多源指令、17 个模型回答与按四个维度给出的 GPT-4 反馈组织为大规模对齐资源。,https://icml.cc/virtual/2024/poster/34726,https://github.com/OpenBMB/UltraFeedback,https://huggingface.co/datasets/openbmb/UltraFeedback,,
v-star-training-verifiers-self-taught-reasoners-2024,V-STaR: Training Verifiers for Self-Taught Reasoners,2024,COLM 2024,Arian Hosseini; Xingdi Yuan; Nikolay Malkin; Aaron Courville; Alessandro Sordoni; Rishabh Agarwal,preference_reward_feedback_data; data_construction_open_release_recipes,必读,construction_recipe; verifier_reward,mixed,answer_level; pairwise_preference; scalar_reward,sft; preference_learning; reward_modeling; test_time_compute,search_substrate; self_play_anchor; reward_verifier_layer; optimizer_scaffold,mathematics; code,v-star; self-improvement; rejection-sampling; synthetic-preference-data; outcome-supervision; dpo-verifier; best-of-k; verifier-refresh; gsm8k; mbpp; artifact-release-incomplete,V-STaR keeps correct self-generated solutions for iterative generator SFT and converts correct-versus-incorrect outcomes into DPO verifier pairs for Best-of-k ranking.,V-STaR 将正确的自生成解用于迭代式 generator SFT，并把同题正确—错误结果转换为 DPO verifier pairs，以支持 Best-of-k 排序。,https://arxiv.org/abs/2402.06457,,,,
visualwebarena-2024,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,2024,ACL 2024 / arXiv,Jing Yu Koh; Robert Lo; Lawrence Jang; Vikram Duvvur; Ming Chong Lim; Po-Yu Huang; Graham Neubig; Shuyan Zhou; Ruslan Salakhutdinov; Daniel Fried,benchmarks_evaluation_surfaces,暂缓,benchmark; agent_environment,environmental; programmatic,full_episode; state_action_level,evaluation; audit,search_substrate; reward_verifier_layer; release_audit,web-browser-agents; multimodal-web-agents,benchmark; agent_environment; web-browser-agents; multimodal-web-agents,VisualWebArena turns visually grounded website tasks into an auditable browser-agent evaluation surface.,VisualWebArena 将视觉网页任务变成可审计的浏览器智能体评测表面。,https://arxiv.org/abs/2401.13649,https://github.com/web-arena-x/visualwebarena,https://github.com/web-arena-x/visualwebarena/tree/main/config_files,,https://jykoh.com/vwa
vlfeedback-ai-feedback-dataset-vlm-alignment-2024,VLFeedback: A Large-Scale AI Feedback Dataset for Large Vision-Language Models Alignment,2024,EMNLP 2024,Lei Li; Zhihui Xie; Mukai Li; Shunian Chen; Peiyi Wang; Liang Chen; Yazheng Yang; Benyou Wang; Lingpeng Kong; Qi Liu,preference_reward_feedback_data,可读,data_release; verifier_reward,judgment_required,scalar_reward; pairwise_preference,reward_modeling; preference_learning; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer; release_audit,vision-language; alignment; safety,feedback-data; vision-language; reward-modeling; ai-feedback,"VLFeedback releases GPT-4V-scored multimodal responses across helpfulness, visual faithfulness, and ethical considerations for VLM preference training.",VLFeedback 用 GPT-4V 按有帮助性、视觉忠实性和伦理考量为多模态回答打分并生成理由，支持 VLM 偏好训练。,https://aclanthology.org/2024.emnlp-main.358/,https://github.com/vlf-silkie/VLFeedback,https://huggingface.co/datasets/MMInstruction/VLFeedback,,https://vlf-silkie.github.io/
weblinx-2024,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,2024,ICML 2024 Spotlight / PMLR 235,Xing Han Lù; Zdeněk Kasner; Siva Reddy,environment_agent_trajectory_data; benchmarks_evaluation_surfaces,可读,benchmark; agent_environment; data_release,environmental,full_episode; state_action_level,evaluation; audit; agent_training,search_substrate; reward_verifier_layer; release_audit,web-browser-agents; multi-turn-dialogue; web-trajectories,benchmark; agent_environment; web-browser-agents; multi-turn-dialogue; web-trajectories,WebLINX packages multi-turn dialogue web navigation demonstrations for agent training and evaluation.,WebLINX 将多轮对话式网页导航示范整理为 Web 智能体数据。,https://arxiv.org/abs/2402.05930,https://github.com/McGill-NLP/weblinx,https://huggingface.co/datasets/McGill-NLP/WebLINX,,https://mcgill-nlp.github.io/weblinx/
webvoyager-2024,WebVoyager: Building an End-to-End Web Agent with Large Multimodal Models,2024,ACL 2024 main / arXiv,Hongliang He; Wenlin Yao; Kaixin Ma; Wenhao Yu; Yong Dai; Hongming Zhang; Zhenzhong Lan; Dong Yu,benchmarks_evaluation_surfaces,可读,benchmark; agent_environment; data_release,environmental; mixed,full_episode; state_action_level,evaluation; audit; agent_training,search_substrate; reward_verifier_layer; release_audit,web-browser-agents; multimodal-web-agents,benchmark; agent_environment; web-browser-agents; multimodal-web-agents,WebVoyager evaluates multimodal agents on live website browsing tasks.,WebVoyager 在真实网页浏览任务上评测多模态智能体。,https://arxiv.org/abs/2401.13919,https://github.com/MinorJerry/WebVoyager,https://github.com/MinorJerry/WebVoyager/tree/main/data,,
